Date,Emergence_Date,col,row,x_m,y_m,DAE,Pot_ID,Variety,N_kgha,Leaf_position,Height_cms,Canopy_cover,Leaf_thickness,PAR,NPQt,Phi2,PhiNPQ,PhiNO,LEF,SPAD,FvP_over_FmP,qL,A_Humidity,A_Temp,Leaf_Temperature_C,Leaf_Temp_Diff,LAI,Stem Count
01/06/2026,12/31/2025,1,1,0.35,0.45,6,1,Jelly,150,Lower,10,8.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,1,0.35,0.45,6,1,Jelly,150,Middle,10,8.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,1,0.35,0.45,6,1,Jelly,150,Upper,10,8.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,2,0.5,0.9,6,2,Maris_Peer,0,Lower,2.3,6.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,2,0.5,0.9,6,2,Maris_Peer,0,Middle,2.3,6.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,2,0.5,0.9,6,2,Maris_Peer,0,Upper,2.3,6.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,3,0.35,1.35,6,3,Maris_Peer,150,Lower,3,6.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,3,0.35,1.35,6,3,Maris_Peer,150,Middle,3,6.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,3,0.35,1.35,6,3,Maris_Peer,150,Upper,3,6.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,4,0.5,1.8,6,4,Jelly,150,Lower,9.5,9.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,4,0.5,1.8,6,4,Jelly,150,Middle,9.5,9.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,1,4,0.5,1.8,6,4,Jelly,150,Upper,9.5,9.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,5,0.35,2.25,3,5,Accord,0,Lower,10,8.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,5,0.35,2.25,3,5,Accord,0,Middle,10,8.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,5,0.35,2.25,3,5,Accord,0,Upper,10,8.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,1,6,0.5,2.7,4,6,Jelly,150,Lower,5,7.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,1,6,0.5,2.7,4,6,Jelly,150,Middle,5,7.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,1,6,0.5,2.7,4,6,Jelly,150,Upper,5,7.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,1,7,0.35,3.15,5,7,Accord,150,Lower,9,7.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,1,7,0.35,3.15,5,7,Accord,150,Middle,9,7.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,1,7,0.35,3.15,5,7,Accord,150,Upper,9,7.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,8,0.5,3.6,3,8,Jelly,0,Lower,5,6.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,8,0.5,3.6,3,8,Jelly,0,Middle,5,6.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,1,8,0.5,3.6,3,8,Jelly,0,Upper,5,6.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,1,1,0.45,4,9,Accord,150,Lower,6.5,6.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,1,1,0.45,4,9,Accord,150,Middle,6.5,6.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,1,1,0.45,4,9,Accord,150,Upper,6.5,6.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,2,1,0.9,4,10,Maris_Peer,0,Lower,2.5,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,2,1,0.9,4,10,Maris_Peer,0,Middle,2.5,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,2,2,1,0.9,4,10,Maris_Peer,0,Upper,2.5,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,3,1,1.35,5,11,Accord,0,Lower,9.5,7.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,3,1,1.35,5,11,Accord,0,Middle,9.5,7.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,3,1,1.35,5,11,Accord,0,Upper,9.5,7.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,4,1,1.8,5,12,Maris_Peer,0,Lower,2.5,5.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,4,1,1.8,5,12,Maris_Peer,0,Middle,2.5,5.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,2,4,1,1.8,5,12,Maris_Peer,0,Upper,2.5,5.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,2,5,1,2.25,2,13,Maris_Peer,150,Lower,1,4.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,2,5,1,2.25,2,13,Maris_Peer,150,Middle,1,4.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,2,5,1,2.25,2,13,Maris_Peer,150,Upper,1,4.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,1,1.6,0.45,4,14,Maris_Peer,150,Lower,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,1,1.6,0.45,4,14,Maris_Peer,150,Middle,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,1,1.6,0.45,4,14,Maris_Peer,150,Upper,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,2,1.6,0.9,6,15,Accord,150,Lower,14.5,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,2,1.6,0.9,6,15,Accord,150,Middle,14.5,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,2,1.6,0.9,6,15,Accord,150,Upper,14.5,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,3,1.6,1.35,6,16,Jelly,0,Lower,10.5,8.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,3,1.6,1.35,6,16,Jelly,0,Middle,10.5,8.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,3,3,1.6,1.35,6,16,Jelly,0,Upper,10.5,8.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,4,1.6,1.8,4,17,Maris_Peer,0,Lower,2,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,4,1.6,1.8,4,17,Maris_Peer,0,Middle,2,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,3,4,1.6,1.8,4,17,Maris_Peer,0,Upper,2,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,3,5,1.6,2.25,3,18,Jelly,75,Lower,3.8,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,3,5,1.6,2.25,3,18,Jelly,75,Middle,3.8,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/03/2026,3,5,1.6,2.25,3,18,Jelly,75,Upper,3.8,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,1,2.2,0.45,5,19,Accord,75,Lower,10.4,5.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,1,2.2,0.45,5,19,Accord,75,Middle,10.4,5.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,1,2.2,0.45,5,19,Accord,75,Upper,10.4,5.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,2,2.2,0.9,5,20,Accord,75,Lower,8,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,2,2.2,0.9,5,20,Accord,75,Middle,8,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,4,2,2.2,0.9,5,20,Accord,75,Upper,8,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,4,3,2.2,1.35,2,21,Jelly,75,Lower,7,5.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,4,3,2.2,1.35,2,21,Jelly,75,Middle,7,5.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,4,3,2.2,1.35,2,21,Jelly,75,Upper,7,5.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,4,4,2.2,1.8,6,22,Maris_Peer,150,Lower,2.5,6.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,4,4,2.2,1.8,6,22,Maris_Peer,150,Middle,2.5,6.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,4,4,2.2,1.8,6,22,Maris_Peer,150,Upper,2.5,6.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,4,5,2.2,2.25,4,23,Maris_Peer,75,Lower,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,4,5,2.2,2.25,4,23,Maris_Peer,75,Middle,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,4,5,2.2,2.25,4,23,Maris_Peer,75,Upper,3.5,5.10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,5,1,2.8,0.45,2,24,Maris_Peer,75,Lower,1.6,4.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,5,1,2.8,0.45,2,24,Maris_Peer,75,Middle,1.6,4.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/04/2026,5,1,2.8,0.45,2,24,Maris_Peer,75,Upper,1.6,4.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,2,2.8,0.9,5,25,Jelly,75,Lower,9,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,2,2.8,0.9,5,25,Jelly,75,Middle,9,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,2,2.8,0.9,5,25,Jelly,75,Upper,9,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,3,2.8,1.35,5,26,Jelly,0,Lower,8.6,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,3,2.8,1.35,5,26,Jelly,0,Middle,8.6,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,3,2.8,1.35,5,26,Jelly,0,Upper,8.6,7.20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,4,2.8,1.8,5,27,Jelly,75,Lower,10,7.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,4,2.8,1.8,5,27,Jelly,75,Middle,10,7.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,5,4,2.8,1.8,5,27,Jelly,75,Upper,10,7.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,5,5,2.8,2.25,4,28,Jelly,150,Lower,8,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,5,5,2.8,2.25,4,28,Jelly,150,Middle,8,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/02/2026,5,5,2.8,2.25,4,28,Jelly,150,Upper,8,6.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,1,3.5,0.45,6,29,Accord,0,Lower,12.5,7.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,1,3.5,0.45,6,29,Accord,0,Middle,12.5,7.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,1,3.5,0.45,6,29,Accord,0,Upper,12.5,7.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,2,3.7,0.9,6,30,Accord,150,Lower,11.4,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,2,3.7,0.9,6,30,Accord,150,Middle,11.4,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,2,3.7,0.9,6,30,Accord,150,Upper,11.4,5.70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,3,3.5,1.35,6,31,Accord,0,Lower,9.5,5.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,3,3.5,1.35,6,31,Accord,0,Middle,9.5,5.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,3,3.5,1.35,6,31,Accord,0,Upper,9.5,5.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/30/2025,6,4,3.7,1.8,7,32,Accord,75,Lower,10.5,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/30/2025,6,4,3.7,1.8,7,32,Accord,75,Middle,10.5,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/30/2025,6,4,3.7,1.8,7,32,Accord,75,Upper,10.5,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,5,3.5,2.25,5,33,Maris_Peer,75,Lower,3,5.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,5,3.5,2.25,5,33,Maris_Peer,75,Middle,3,5.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,5,3.5,2.25,5,33,Maris_Peer,75,Upper,3,5.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/05/2026,6,6,3.7,2.7,1,34,Maris_Peer,75,Lower,1.5,4.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/05/2026,6,6,3.7,2.7,1,34,Maris_Peer,75,Middle,1.5,4.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/05/2026,6,6,3.7,2.7,1,34,Maris_Peer,75,Upper,1.5,4.00%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,7,3.5,3.15,5,35,Jelly,0,Lower,10.5,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,7,3.5,3.15,5,35,Jelly,0,Middle,10.5,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,01/01/2026,6,7,3.5,3.15,5,35,Jelly,0,Upper,10.5,5.50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,8,3.7,3.6,6,36,Accord,75,Lower,13,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,8,3.7,3.6,6,36,Accord,75,Middle,13,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/06/2026,12/31/2025,6,8,3.7,3.6,6,36,Accord,75,Upper,13,6.40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,12/31/2025,1,1,0.35,0.45,13,1,Jelly,150,Lower,30,47.00%,0.85,95.48,0.827,0.613,0.175,0.212,26.34,53.344,0.728,0.593,41.18,23.73,21.99,-1.74,NA,NA
1/13/2026,12/31/2025,1,1,0.35,0.45,13,1,Jelly,150,Middle,30,47.00%,0.95,107.833,0.916,0.611,0.186,0.203,29.65,52.93,0.718,0.617,41.95,23.98,22.39,-1.59,NA,NA
1/13/2026,12/31/2025,1,1,0.35,0.45,13,1,Jelly,150,Upper,30,47.00%,0.84,138.295,0.938,0.596,0.196,0.209,37.09,49.126,0.716,0.585,42.4,24.23,22.71,-1.52,NA,NA
1/13/2026,12/31/2025,2,2,0.5,0.9,13,2,Maris_Peer,0,Lower,13,18.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,12/31/2025,2,2,0.5,0.9,13,2,Maris_Peer,0,Middle,13,18.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,12/31/2025,2,2,0.5,0.9,13,2,Maris_Peer,0,Upper,13,18.30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,12/31/2025,3,3,0.35,1.35,13,3,Maris_Peer,150,Lower,13.5,16.20%,1.12,38.72,0.801,0.64,0.16,0.2,11.15,53.244,0.73,0.655,35.83,27.79,25.39,-2.4,NA,NA
1/13/2026,12/31/2025,3,3,0.35,1.35,13,3,Maris_Peer,150,Middle,13.5,16.20%,0.5,99.402,0.859,0.631,0.171,0.199,28.23,45.901,0.724,0.651,37.79,27.95,25.57,-2.38,NA,NA
1/13/2026,12/31/2025,3,3,0.35,1.35,13,3,Maris_Peer,150,Upper,13.5,16.20%,1.25,130.247,0.859,0.622,0.175,0.203,36.46,45.123,0.724,0.627,39.9,28.23,25.53,-2.7,NA,NA
1/13/2026,12/31/2025,4,4,0.5,1.8,13,4,Jelly,150,Lower,26,44.80%,0.75,90.035,0.842,0.607,0.18,0.214,24.59,45.819,0.726,0.582,41.83,24.6,23.29,-1.31,NA,NA
1/13/2026,12/31/2025,4,4,0.5,1.8,13,4,Jelly,150,Middle,26,44.80%,0.65,115.599,0.925,0.603,0.191,0.206,31.37,48.128,0.717,0.599,42.72,24.91,23.85,-1.06,NA,NA
1/13/2026,12/31/2025,4,4,0.5,1.8,13,4,Jelly,150,Upper,26,44.80%,0.67,165.437,0.925,0.592,0.196,0.212,44.07,54.235,0.717,0.573,42.08,25.35,24.19,-1.16,NA,NA
1/13/2026,01/03/2026,5,5,0.35,2.25,10,5,Accord,0,Lower,39,42.30%,0.55,55.886,0.709,0.64,0.149,0.211,16.1,44.396,0.741,0.622,51.95,23.41,22.71,-0.7,NA,NA
1/13/2026,01/03/2026,5,5,0.35,2.25,10,5,Accord,0,Middle,39,42.30%,0.49,41.441,0.812,0.642,0.16,0.198,11.97,38.504,0.729,0.666,50.56,24.7,23.15,-1.55,NA,NA
1/13/2026,01/03/2026,5,5,0.35,2.25,10,5,Accord,0,Upper,39,42.30%,0.6,100.171,0.806,0.637,0.162,0.201,28.71,47.701,0.73,0.65,46.22,25.82,24.19,-1.63,NA,NA
1/13/2026,01/02/2026,6,6,0.5,2.7,11,6,Jelly,150,Lower,19,19.80%,0.76,99.334,0.829,0.604,0.179,0.216,27,51.381,0.727,0.572,40.64,25.97,24.71,-1.26,NA,NA
1/13/2026,01/02/2026,6,6,0.5,2.7,11,6,Jelly,150,Middle,19,19.80%,0.88,116.155,0.9,0.611,0.184,0.205,31.94,49.206,0.72,0.612,41.45,26.44,24.71,-1.73,NA,NA
1/13/2026,01/02/2026,6,6,0.5,2.7,11,6,Jelly,150,Upper,19,19.80%,0.93,123.727,0.865,0.575,0.197,0.228,32.01,49,0.724,0.516,40.68,26.91,24.27,-2.64,NA,NA
1/13/2026,01/01/2026,7,7,0.35,3.15,12,7,Accord,150,Lower,28,24.20%,0.15,81.41,0.819,0.637,0.163,0.199,23.34,35.565,0.728,0.655,44.38,26.72,24.67,-2.05,NA,NA
1/13/2026,01/01/2026,7,7,0.35,3.15,12,7,Accord,150,Middle,28,24.20%,0.82,78.578,0.839,0.625,0.171,0.204,22.1,36.621,0.726,0.628,44.36,27.38,24.43,-2.95,NA,NA
1/13/2026,01/01/2026,7,7,0.35,3.15,12,7,Accord,150,Upper,28,24.20%,0.78,109.686,0.811,0.645,0.159,0.196,31.84,45.765,0.729,0.674,41.92,27.94,24.71,-3.23,NA,NA
1/13/2026,01/03/2026,8,8,0.5,3.6,10,8,Jelly,0,Lower,26,31.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,01/03/2026,8,8,0.5,3.6,10,8,Jelly,0,Middle,26,31.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,01/03/2026,8,8,0.5,3.6,10,8,Jelly,0,Upper,26,31.80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,01/02/2026,1,1,1,0.45,11,9,Accord,150,Lower,23.5,25.50%,0.78,56.896,0.786,0.639,0.159,0.202,16.36,41.404,0.732,0.648,40.22,28.21,25.05,-3.16,NA,NA
1/13/2026,01/02/2026,1,1,1,0.45,11,9,Accord,150,Middle,23.5,25.50%,0.63,66.252,0.801,0.633,0.163,0.204,18.87,37.704,0.73,0.637,41.27,28.29,24.61,-3.68,NA,NA
1/13/2026,01/02/2026,1,1,1,0.45,11,9,Accord,150,Upper,23.5,25.50%,0.74,116.088,0.847,0.636,0.167,0.197,33.22,42.76,0.725,0.662,40.13,29.44,25.87,-3.57,NA,NA
1/13/2026,01/02/2026,2,2,1,0.9,11,10,Maris_Peer,0,Lower,11,13.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,01/02/2026,2,2,1,0.9,11,10,Maris_Peer,0,Middle,11,13.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2026,01/02/2026,2,2,1,0.9,11,10,Maris_Peer,0,Upper,11,13.60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
